Brand,Name,Rating,Price,RAM,ROM,Expandable Storage,Screen Size (inch),Screen Size (cm),Rear Cam,Selfie Cam,Battery,Processor,Image Link
MOTOROLA,e22s,3.8,"8,850",4,64,1,6.5,16.51,16,8,5000,Mediatek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/1/s/e/-original-imagj4khzp6rggwf.jpeg?q=70
POCO,M5,4.3,"10,999",4,64,512,6.58,16.71,50,8,5000,Mediatek Helio G99 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/w/e/-original-imaghsptc24wahms.jpeg?q=70
vivo,Y22,4.3,"16,499",6,128,1,6.55,16.64,50,8,5000,Mediatek Helio G70 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/k/v/-original-imaggfxnghmtgcnp.jpeg?q=70
vivo,Y22,4.3,"14,499",4,64,1,6.55,16.64,50,8,5000,Mediatek Helio G70 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/k/v/-original-imaggfxnghmtgcnp.jpeg?q=70
GREENBERRI,RAFALE,3.9,899,32,32,,1.8,4.57,2,,1000,1 year  domestic warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/6/q/rafale-rafale-greenberri-original-imaghz3zgtnw79pb.jpeg?q=70
APPLE,iPhone,4.6,"40,999",64,,,6.1,15.49,12,12,A13,Brand Warranty of 1 Year,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/k/y/d/iphone-11-256-u-mwm82hn-a-apple-0-original-imafkg25mhaztxns.jpeg?q=70
Snexian,GURU,3.4,649,32,32,16,1.8,4.57,0.3,,800,3 Months Company Warranty,https://rukminim1.flixcart.com/image/312/312/kl5hh8w0/mobile/l/0/4/guru-312-guru-312-snexian-original-imagyc9eejxhbdcf.jpeg?q=70
GFive,U106,3.5,799,32,64,16,1.8,4.57,0.3,,950,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/kyag87k0/mobile/h/a/t/u106-u106-gfive-original-imagak4raexcmy4u.jpeg?q=70
SAMSUNG,Galaxy,4.1,"8,188",3,32,,6.5,16.51,48,5,5000,Unisoc UMS9230 Processor,https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/mobile/z/4/7/-original-imagchh89wufbej2.jpeg?q=70
MOTOROLA,G40,4.2,"10,999",4,64,,6.78,17.22,64,16,6000,Qualcomm Snapdragon 732G Processor,https://rukminim1.flixcart.com/image/312/312/knoxnrk0/mobile/s/d/d/g40-fusion-panv0002in-panv0006in-panv0010in-motorola-original-imag2aqcxrhhuwfh.jpeg?q=70
Infinix,Note,4.2,"16,999",8,256,2,6.7,17.02,108,16,5000,Mediatek Helio G99 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/n/k/-original-imaghh2fdhsasbdh.jpeg?q=70
Infinix,Note,4.2,"16,999",8,256,2,6.7,17.02,108,16,5000,Mediatek Helio G99 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/h/x/l/-original-imaghh2fggashufd.jpeg?q=70
KARBONN,K110i,3.6,970,0,Expandable,8,1.8,4.57,1000,,1,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/o/i/k110i-na-karbonn-original-imagk8ppgfnjvmz3.jpeg?q=70
Infinix,Hot,4,"12,999",8,128,256,6.6,16.76,50,8,5000,Unisoc T616 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/u/n/j/-original-imaggt7dz7jfx8cs.jpeg?q=70
LAVA,Flip,4.2,"1,790",56,56,,2.4,6.1,0.08,,1200,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/b/z/flip-flip-lava-original-imaghzrbx8skmyuv.jpeg?q=70
SAMSUNG,Galaxy,3.8,"25,989",8,128,,6.7,17.02,108,,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/o/0/-original-imagfzjymhrwrebm.jpeg?q=70
Micromax,X512,3.7,"1,058",32,32,,1.77,4.5,0.3,,1750,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kvfkivk0/mobile/x/j/h/x512-x512-micromax-original-imag8bw6phyrmvzp.jpeg?q=70
LAVA,Gem,4.2,"1,610",32,32,32,2.8,7.11,1.3,,1750,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/mobile/h/q/u/lava-gem-gem-original-imafmrg73yqr42bz.jpeg?q=70
SAMSUNG,Galaxy,4.3,"10,499",4,64,512,6.515,16.55,48,8,6000,Exynos 850 Processor,https://rukminim1.flixcart.com/image/312/312/kn22m4w0/mobile/a/q/8/galaxy-f12-sm-f127gzgiins-samsung-original-imagftmjw3xqg4yk.jpeg?q=70
GREENBERRI,VIRAT,3.7,799,64,64,32,1.8,4.57,2,,1000,1 Year For Mobile,https://rukminim1.flixcart.com/image/312/312/l1v1uvk0/mobile/f/x/q/virat-virat-greenberri-original-imagdbytbny8kvfj.jpeg?q=70
REDMI,11,4.1,"11,439",4,64,,6.58,16.71,50,,5000,""" 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase""",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/4/o/-original-imagn9khmwwrmcqa.jpeg?q=70
itel,A23S,3.6,"4,895",2,32,,5,12.7,2,,3020,"One Time Screen Replacement within 100 days of purchase, 1 Year warranty on mobile device &  6 months on accessories.",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/j/d/a23s-a511lq-itel-original-imagha89vgjdnwgh.jpeg?q=70
vivo,Y16,4.3,"10,499",3,32,1,6.51,16.54,13,5,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/d/p/-original-imaggcerdxgpxyh3.jpeg?q=70
realme,C35,4.4,"11,999",4,64,1,6.6,16.76,50,8,5000,Unisoc Tiger T616 Processor,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/1/k/g/-original-imagc7ukmgugpdfy.jpeg?q=70
Infinix,HOT,4.3,"8,999",4,64,256,6.82,17.32,13,8,6000,Unisoc T610 Processor,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/x/v/b/-original-imagehxyyrzqtkmh.jpeg?q=70
GFive,U220i,3.6,769,32,32,16,1.8,4.57,0.3,,1000,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/ktop5e80/mobile/z/s/t/u220i-u220i-gfive-original-imag6z2g5hff9g7f.jpeg?q=70
GFive,U220i,3.6,769,32,32,16,1.8,4.57,0.3,,1000,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/e/6/3/u220i-u220i-gfive-original-imag6y6aqpgguz4h.jpeg?q=70
POCO,C3,4.3,"7,999",3,32,512,6.53,16.59,13,5,5000,Mediatek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/kfvfwy80/mobile/x/p/b/poco-c3-mzb07rhin-original-imafw8zkfygmfgfr.jpeg?q=70
DIZO,Star,3.9,"1,467",32,32,64,1.77,4.5,0.3,,2550,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kqpj4i80/mobile/s/q/n/star-300-dh2001-dizo-original-imag4nmphv5fe6qe.jpeg?q=70
POCO,F4,4.3,"29,999",12,256,,6.67,16.94,64,20,4500,Qualcomm Snapdragon 870 Processor,https://rukminim1.flixcart.com/image/312/312/l4n2oi80/mobile/h/h/i/-original-imagfhuecztmg3gz.jpeg?q=70
itel,Vision,4.1,"7,189",3,64,128,6.6,16.76,8,5,5000,Unisoc 9863A Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/q/y/j/-original-imagcnu2pky7thvx.jpeg?q=70
POCO,X4,4.2,"19,999",6,128,1,6.67,16.94,64,16,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/w/0/6/-original-imagcv2dcyjzcmvd.jpeg?q=70
SAMSUNG,Galaxy,4.4,"11,999",4,128,1,6.6,16.76,50,8,6000,Exynos 850 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/x/x/s/-original-imagfhu6dcpdnqkh.jpeg?q=70
Snexian,GURU,3.4,699,32,32,16,1.8,4.57,0.3,,800,3 Months Company Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/i/s/guru-312-guru-312-snexian-original-imagj8dygue8qhhn.jpeg?q=70
Alcatel,5V,4.2,"12,999",3,32,,6.2,15.75,16,,4000,18 MONTHS,https://rukminim1.flixcart.com/image/312/312/jteoosw0/mobile/7/q/z/alcatel-5v-5060-original-imaferrxsguutyrz.jpeg?q=70
LAVA,A5,4.1,"1,549",32,24,32,2.4,6.1,0.3,,1000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,https://rukminim1.flixcart.com/image/312/312/kabe9ow0/mobile/q/k/6/lava-a5-lf5000-a5-original-imafrxyqeaytgcaf.jpeg?q=70
MU,M5000,3.9,"1,179",32,32,,2.8,7.11,1.3,,2500,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/4/b/m5000-m5000-mu-original-imagksx3usp5hztc.jpeg?q=70
LAVA,A1,4.2,"1,049",24,24,32,1.77,4.5,0.3,,800,1 year replacement guarantee for phone & 6 months replacement guarantee for accessories in box (T&C apply),https://rukminim1.flixcart.com/image/312/312/jo62kcw0/mobile/t/6/s/lava-a1-a1-original-imafa8yaxuhppdpc.jpeg?q=70
Infinix,Note,4.2,"14,999",6,64,2,6.7,17.02,50,16,5000,Mediatek Dimensity 810 5G Processor,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/mobile/s/i/j/-original-imaggygkm7grhrxf.jpeg?q=70
LAVA,A1,4.2,"1,219",24,24,32,1.77,4.5,0.3,,800,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C Apply),https://rukminim1.flixcart.com/image/312/312/k7f34i80/mobile/g/7/n/lava-a1-lava-a1-original-imafpnu2bsgfuukz.jpeg?q=70
Kechaoda,K115,4.1,"1,160",32,32,,1.44,3.66,0.3,,850,6 Months,https://rukminim1.flixcart.com/image/312/312/jyxaw7k0/mobile/t/t/y/kechaoda-k115-k115-original-imafgrt5yqduejcj.jpeg?q=70
LAVA,A1,4.2,"1,159",4,24,32,1.77,4.5,0.3,,800,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C apply),https://rukminim1.flixcart.com/image/312/312/k7usyvk0/mobile/b/z/f/lava-a1-lava-a1-original-imafpztgwhjcwuet.jpeg?q=70
LAVA,A1,4.2,"1,159",4,24,32,1.77,4.5,0.3,,800,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C apply),https://rukminim1.flixcart.com/image/312/312/k7tdj0w0/mobile/w/p/d/lava-a1-lava-a1-original-imafpz8rvcubkzta.jpeg?q=70
GREENBERRI,RAFALE,3.9,899,32,32,,1.8,4.57,2,,1000,1 YEAR DOMESTIC WARRANTY,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/c/s/rafale-rafale-greenberri-original-imaghz4zyebyt8uz.jpeg?q=70
Nokia,105,4.2,"1,460",4,4,,1.77,4.5,800,,Brand,,https://rukminim1.flixcart.com/image/312/312/k34rki80/mobile/3/z/x/nokia-105-ss-105-ss-original-imafjw6xnttqqhyf.jpeg?q=70
Micromax,J2,3.8,996,32,32,,1.77,4.5,800,,One,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/8/q/v/j2-j2-micromax-original-imagg9hrv4annmzc.jpeg?q=70
realme,C35,4.4,"11,999",4,64,1,6.6,16.76,50,8,5000,Unisoc Tiger T616 Processor,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/y/g/i/-original-imagc7ryyhrrcgxh.jpeg?q=70
itel,Vision,4.1,"6,699",3,64,128,6.6,16.76,8,5,5000,Unisoc 9863A Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/m/m/i/-original-imagcntvtdnuehc4.jpeg?q=70
SAMSUNG,GALAXY,4.1,"12,999",4,64,,6.5,16.51,50,,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/6/n/-original-imagghbz5jffndyy.jpeg?q=70
LAVA,A1,4.1,"1,199",32,24,32,1.77,4.5,0.3,,800,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/ksj9dow0/mobile/u/p/y/a1-2021-lf1000-lava-original-imag62vfwqkmcf2u.jpeg?q=70
POCO,X5,4.3,"24,999",8,256,,6.67,16.94,108,16,5000,Qualcomm Snapdragon 778G Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/s/8/-original-imagmkjf9wqjurgf.jpeg?q=70
vivo,Y75,4.3,"19,990",8,128,1,6.44,16.36,50,44,4050,Mediatek G96 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/o/n/-original-imagjdmzdck4udck.jpeg?q=70
Tecno,Pop,4.2,"7,170",3,32,256,6.52,16.56,8,5,6000,Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/kz5vwy80/mobile/8/1/y/pop-5-pro-bd4j-tecno-original-imagb8axnbggfsyn.jpeg?q=70
Tecno,Pop,4.2,"7,180",3,32,256,6.52,16.56,8,5,6000,Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/kz5vwy80/mobile/3/3/s/pop-5-pro-bd4j-tecno-original-imagb8hj3ehqy6ef.jpeg?q=70
LAVA,A3,4.2,"1,329",4,3,32,1.77,4.5,0.3,0.3,1750,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,https://rukminim1.flixcart.com/image/312/312/jza5uvk0/mobile/g/h/8/lava-a3-a3-original-imafftmmmzmzzyvg.jpeg?q=70
realme,C25s,4.4,"10,400",4,64,256,6.5,16.51,13,8,6000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/kplisnk0/mobile/8/j/s/c25s-rmx3197-realme-original-imag3smgq7frzezw.jpeg?q=70
itel,it2163S,4.1,978,4,4,32,1.8,4.57,1200,,7,9 Indian Input Language Support,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/mobile/b/5/2/-original-imagd56ep6vvtn2b.jpeg?q=70
Infinix,HOT,4.3,"8,999",4,64,256,6.82,17.32,13,8,6000,Unisoc T610 Processor,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/y/f/b/-original-imageg2qrjbhfqyb.jpeg?q=70
realme,C35,4.4,"12,999",4,128,1,6.6,16.76,50,8,5000,Unisoc Tiger T616 Processor,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/1/k/g/-original-imagc7ukmgugpdfy.jpeg?q=70
Infinix,HOT,4.3,"8,999",4,64,256,6.82,17.32,13,8,6000,Unisoc T610 Processor,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/j/o/x/-original-imagehxy5hzshkdv.jpeg?q=70
Nokia,105,4,"1,391",4,4,,1.77,4.5,1000,,1,,https://rukminim1.flixcart.com/image/312/312/l3hmwsw0/mobile/6/f/e/105-ss-plus-ta-1447ss-nokia-original-imagehjkht6j3jrw.jpeg?q=70
SAMSUNG,Galaxy,4.4,"40,999",8,256,1,6.4,16.26,50,32,5000,"Exynos 1380, Octa Core Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/h/6/-original-imagnrhk2jpnnajr.jpeg?q=70
POCO,M4,4.3,"16,999",6,128,1,6.6,16.76,50,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/i/m/b/-original-imagcafg8zjz4rej.jpeg?q=70
Infinix,Note,4.2,"13,999",8,128,512,6.7,17.02,50,16,5000,Mediatek Helio G96 Processor,https://rukminim1.flixcart.com/image/312/312/l3929ow0/mobile/g/6/w/-original-imageezmmxjgz4fw.jpeg?q=70
Snexian,GURU,3.4,699,32,32,16,1.8,4.57,0.3,,800,3 Months Company Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/l/q/guru-312-guru-312-snexian-original-imaghnh7vmndqj8m.jpeg?q=70
Kechaoda,K-9,4,"1,299",64,64,,2.2,5.59,0.3,,2000,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/j83d8cw0/mobile/z/v/c/kechaoda-k9-jl201130396850-5-original-imaey4s7mhydr3pf.jpeg?q=70
REDMI,10A,4.1,"8,490",3,32,,6.53,16.59,13,,5000,12 months,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/3/q/-original-imagdrghswubhh2p.jpeg?q=70
SAMSUNG,GALAXY,4.1,"13,899",4,64,,6.5,16.51,50,,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/p/7/-original-imagghcyfszjbgzp.jpeg?q=70
Nokia,C01,3.8,"5,499",2,16,,5.45,13.84,5,2,3000,Unisoc SC9863A Processor,https://rukminim1.flixcart.com/image/312/312/ktizdzk0/mobile/b/t/k/c01-plus-ta-1396-ds-nokia-original-imag6updf4nzdndh.jpeg?q=70
Nokia,TA-1304/105,4.2,"1,445",4,4,,1.77,4.5,800,,1,,https://rukminim1.flixcart.com/image/312/312/j6b2f0w0/mobile/m/c/e/nokia-105-ss-105-ss-original-imaewa2ykrbdaryt.jpeg?q=70
LAVA,A3,4.2,"1,377",0,Expandable,32,1.77,4.5,0.3,,2575,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories In the Box,https://rukminim1.flixcart.com/image/312/312/kxc5nrk0/mobile/r/f/q/-original-imag9tfa8tmdfsvq.jpeg?q=70
LAVA,Hero,4.1,900,24,32,32,1.8,4.57,0,,620,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/kzx1a4w0/mobile/x/e/d/-original-imagbt2kpuahgefw.jpeg?q=70
APPLE,iPhone,4.6,"40,999",64,,,6.1,15.49,12,12,A13,Brand Warranty of 1 Year,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/x/j/s/iphone-11-128-d-mwm02hn-a-apple-0-original-imafkg242ugz8hwc.jpeg?q=70
Kechaoda,K33,4,"1,050",32,32,,1.4,3.56,0.3,,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kf0087k0/mobile/a/y/h/kechaoda-k33-k33-original-imafvk88qyfggsjw.jpeg?q=70
Kechaoda,K33,4,"1,149",32,32,,1.4,3.56,0.3,,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kd7pevk0/mobile/x/h/w/kechaoda-k33-k33-original-imafu657vgtjmc2h.jpeg?q=70
Kechaoda,K33,4,"1,199",32,32,,1.4,3.56,0.3,,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kc7zekw0/mobile/e/w/m/kechaoda-k33-k33-original-imaftef8kbzdgyda.jpeg?q=70
realme,C25s,4.4,"10,440",4,64,256,6.5,16.51,13,8,6000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/kplisnk0/mobile/y/9/t/c25s-rmx3197-realme-original-imag3smcaztwgzeg.jpeg?q=70
itel,A60,4.8,"5,999",2,32,,6.6,16.76,8,,5000,Unisoc Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/n/w/a60-a662l-itel-original-imagnx4ehjefpvk8.jpeg?q=70
REDMI,11,4.2,"16,266",6,128,,6.58,16.71,5,,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/5/m/-original-imagh5bzmwcx5xxv.jpeg?q=70
GREENBERRI,VIRAT,3.7,799,64,64,32,1.8,4.57,2,,1000,1 Year For Mobile,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/x/t/virat-virat-greenberri-original-imaghz3tygqr2qgu.jpeg?q=70
Kechaoda,K115,4.1,"1,050",32,32,,1.44,3.66,0.3,,850,6 Months,https://rukminim1.flixcart.com/image/312/312/kd69z0w0/mobile/w/w/x/kechaoda-k115-k115-original-imafu5a9jn46hjuv.jpeg?q=70
Kechaoda,K115,4.1,"1,150",32,32,,1.44,3.66,0.3,,850,6 Months,https://rukminim1.flixcart.com/image/312/312/jyxaw7k0/mobile/a/j/h/kechaoda-k115-k115-original-imafgrt5xkzndbcn.jpeg?q=70
Kechaoda,K115,4.1,"1,160",32,32,,1.44,3.66,0.3,,850,6 Months,https://rukminim1.flixcart.com/image/312/312/k5wse4w0/mobile/6/5/8/kechaoda-k115-k115-original-imafzhxqhkexxt7b.jpeg?q=70
OPPO,F19s,4.4,"16,990",6,128,256,6.43,16.33,48,16,5000,Qualcomm Snapdragon 662 Processor,https://rukminim1.flixcart.com/image/312/312/ku1k4280/mobile/v/a/z/f19s-cph2223-oppo-original-imag78zafzy3sjrt.jpeg?q=70
APPLE,iPhone,4.6,"53,999",64,,,6.1,15.49,12,12,A14,Ceramic Shield,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/j/f/9/apple-iphone-12-dummyapplefsn-original-imafwg8dkyh2zgrh.jpeg?q=70
KARBONN,K9,3.9,"1,294",64,32,KB,1.8,4.57,2,,2502,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/mobile/f/y/c/k9-yuva-k9-yuva-karbonn-original-imag7fgz5ctgrhqh.jpeg?q=70
KARBONN,K9,3.9,"1,297",64,32,KB,1.8,4.57,2,,2502,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/kyq62kw0/mobile/w/f/n/k9-yuva-k9-yuva-karbonn-original-imagaw29sgwkbgw8.jpeg?q=70
realme,C25s,4.4,"10,400",4,64,256,6.5,16.51,13,8,6000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/kplisnk0/mobile/8/j/s/c25s-rmx3197-realme-original-imag3smgq7frzezw.jpeg?q=70
realme,C25s,4.4,"10,440",4,64,256,6.5,16.51,13,8,6000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/kplisnk0/mobile/y/9/t/c25s-rmx3197-realme-original-imag3smcaztwgzeg.jpeg?q=70
LAVA,Hero,4.1,917,4,3,32,1.8,4.57,620,,1,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/u/q/v/hero-600i-auto-call-recording-wireless-fm-with-recording-mint-original-imagkcb2wg6nhgv5.jpeg?q=70
REDMI,Note,4.3,"29,999",8,256,,6.67,16.94,200,16,4980,Mediatek Dimensity 1080 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/z/a/b/-original-imaghkvv2u8jxajh.jpeg?q=70
Google,Pixel,4.4,"56,999",8,128,,6.3,16.0,50,10.8,4270,Google Tensor G2 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/u/3/-original-imaggsuddwubypxp.jpeg?q=70
Google,Pixel,4.4,"56,999",8,128,,6.3,16.0,50,10.8,4270,Google Tensor G2 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/2/y/-original-imaggswcffkgcupp.jpeg?q=70
Google,Pixel,4.4,"56,999",8,128,,6.3,16.0,50,10.8,4270,Google Tensor G2 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/x/9/-original-imaggsudg5fufyte.jpeg?q=70
MOTOROLA,g31,4.2,"9,599",4,64,1,6.4,16.26,50,13,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/j/e/u/-original-imagd48zzrkcjfn2.jpeg?q=70
Micromax,X512,4,"1,140",30,24,,1.77,4.5,1750,,1,,https://rukminim1.flixcart.com/image/312/312/kvfkivk0/mobile/s/u/a/x512-x512-micromax-original-imag8c3fdc9wnsyh.jpeg?q=70
Micromax,X512,3.7,"1,058",32,32,,1.77,4.5,0.3,,1750,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kvfkivk0/mobile/x/j/h/x512-x512-micromax-original-imag8bw6phyrmvzp.jpeg?q=70
APPLE,iPhone,4.6,"56,999",128,,,6.1,15.49,12,12,A14,Ceramic Shield,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/y/7/n/apple-iphone-12-dummyapplefsn-original-imafwg8dpyjvgg3j.jpeg?q=70
POCO,M4,4.3,"14,999",4,64,1,6.6,16.76,50,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/j/d/g/-original-imagcafg6hbeeqwf.jpeg?q=70
OPPO,F19,4.3,"14,990",6,128,256,6.43,16.33,48,16,5000,Qualcomm Snapdragon 662 Processor,https://rukminim1.flixcart.com/image/312/312/kn4xhu80/mobile/d/f/c/f19-cph2219-oppo-original-imagfvj5cshwgwhp.jpeg?q=70
OPPO,F19,4.3,"14,990",6,128,256,6.43,16.33,48,16,5000,Qualcomm Snapdragon 662 Processor,https://rukminim1.flixcart.com/image/312/312/kpbipow0/mobile/c/x/1/f19-cph2219-oppo-original-imag3kvkwxhhxjha.jpeg?q=70
Kechaoda,K115,4.1,"1,050",32,32,,1.44,3.66,0.3,,850,6 Months,https://rukminim1.flixcart.com/image/312/312/kd69z0w0/mobile/w/w/x/kechaoda-k115-k115-original-imafu5a9jn46hjuv.jpeg?q=70
Kechaoda,K115,4.1,"1,160",32,32,,1.44,3.66,0.3,,850,6 Months,https://rukminim1.flixcart.com/image/312/312/k5wse4w0/mobile/6/5/8/kechaoda-k115-k115-original-imafzhxqhkexxt7b.jpeg?q=70
vivo,Z1x,,"15,990",4,128,,6.386,16.22,48,,4500,Brand Warranty of 1 Year Available for Mobile and 6 Months for In-box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/f/c/z1x-vivo-1917-vivo-original-imagmvc8hmrk72sx.jpeg?q=70
GFive,U106,3.5,799,32,64,16,1.8,4.57,0.3,,950,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/kyag87k0/mobile/0/w/c/u106-u106-gfive-original-imagak4gzsf8vtb3.jpeg?q=70
vivo,Y01,4.2,"7,999",2,32,,6.51,16.54,8,5,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/w/f/-original-imagjdmzpy5at2kk.jpeg?q=70
MU,M5000,3.9,"1,179",32,32,,2.8,7.11,1.3,,2500,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/4/b/m5000-m5000-mu-original-imagksx3usp5hztc.jpeg?q=70
realme,9,4.5,"15,999",4,64,1,6.5,16.51,48,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l4fxh8w0/mobile/o/q/j/-original-imagfc55exgt8eey.jpeg?q=70
realme,9,4.5,"15,999",4,64,1,6.5,16.51,48,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l4fxh8w0/mobile/l/l/4/-original-imagfc56zazhvbfq.jpeg?q=70
LAVA,A5,4.1,"1,410",32,24,32,2.4,6.1,0.3,,1000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/mobile/j/m/f/lava-a5-lf5000-a5-original-imafmjkamgsvzsng.jpeg?q=70
